(1)pl	(chicken)_gizzard	1sg	all	also	and	bat	be_afraid	beggar	bottle	breasts	bully	cheeky	chopsticks	cold_water	cricket	dirty	door_jam	dragonfly	eat_(breakfast)	egg	female_dog	flash_lightning	fly	frog	general_mw	go_out_of_business	growing_grain	horse_cntr	how_(to_do_)	hungry	instance_cntr	keep_a_fire_(for_warmth)	knife_mw	lay_(egg)	leftover_(rice)	loc.	look	male_dog	moon	nose	not_viscous	owe	pass.	play	pomelo	rainbow	relax_in_a_cool_place	salt	search_for	serve_up_rice	shoulder	shout	shrimp	sleep	son	soup_spoon	soybean	sparrow	spider	steamed_rice	stroll	sturdy	that	thief	this	throw	to_rain	toad	tomorrow	tongue	tree_cntr	umbrella	well-behaved	who	wing	yesterday
PB	tʰuiLT	ʃɐnHR	ŋɔLR	tʃʰunHR.pʰəuLT	jɛLR	kʰɔŋLT	fuiHR.ʃəuHB	pʰaHF	kʰɐtHB.ȵuiHR.ləuHB	pʰɐiHR	tʃiHT	ha1	tʰiuHF.pʰuiHR	kʰuaiHF.tʃʰəuLT	jɐnHT.ʃuiHB	tʰəuHB.kɐuHB	laLT.tʃaLT	munHR.hɔmHF	tʃʰɐiHT.tʰɐiHR	haiHB	tʰanLT	mɐuLR.kɐuHB	ʃimHB.tʰinLT	mɐnHT.ʃɐiHR	kɔpHB	kuHF	kuanHT.munHR	kɔkHB	pʰɐtHB	tʰɔŋHR.tʃuiHB	kuiHT	tʰɛŋHF	tʃɐiHB	puHB	ʃɛŋHT	ʃɐiLT	tʃʰuiLT	tʰɔiHB	kɔŋHT.kɐuHB	ȵutLT.ləŋLT	pʰɐtLT.kɔŋHT	huiHT	tʃɛŋHT	tʃʰəkLT	lɔiHT	lukLT.pʰukLT	pʰɛŋHT.kɛŋHF	ʃɐiHR	ȵimHR	wun1	juHB	pɛkHB.tʰɐuHR	iuHF	haHT.kɔŋHT	ʃuiLT	tʃaiHB	tʰiuHR.kɛŋHT	wuŋHR.tʰɐuLT	maHR.tʃʰəkHB	tʃuiHB.tʃɐuHT	fanLT	lɔiHT	kʰɐmHT	naLR	tʃʰɐkLT.ləu363	kuHT	tiuHT	lɛkLT.həuLR	ʃɐmHF.ʃəuHR	mɐiHR.ȵɐtLT	luiLT.tʃʰinHR	tɐuHT	tʃiHT	kwaaj1	mɐtHT.ȵɐnHR	jɐiLR	tʃʰaiLT.ȵɐtLT
PY	teiLT	sɐnLR	ɔiLR	hɐmLT.paŋLT.laŋLT	touHF	tʰuŋLF	feiHF.syHR / fukHT.syHR	kɛŋHF	hɐtHT.jiHT	tsœnHT	linHT / laiLR	haHF	jɐiLR / pakHB.jimHB / tʰiuHB.pʰeiLF	faiHB.tsiHR	tuŋHB.sœyHR	tsytHT	latLT.tʰatHB / wuHT.tsouHT	munLF.kʰamHR	tʰɔŋLF.meiHT	setLT	tsʰœnHT / tanHR	kɐuHR.laHR	simHR.tinLT	wuHF.jenHT	tʰinLF.kɐiHF	kɔHB	tsɐpHT.lɐpHT	wɔLF	tsɛkHB	timHR	tʰouLR.ɔLT	wɐnLF / tʰɔŋHB	puiLT	tsœŋHT	saŋHF	laŋLR	hɐiHR / hœŋHR	tʰɐiHR	kɐuHR.kuŋHT	jytLT.kuɔŋHT	peiLT.kɔHT	heiHF	tsaŋHF	peiHR	fanHR / sinHT	lukHT.jɐuHR	huŋLF	tʰauHR	jimLF	wɐnHR	tsɔŋHF	pɔkHB.tʰɐuLF	kiuHB / aiHB	haHT	fɐnHB	tsɐiHR	tsʰiLF.kɐŋHF	pakLT.tɐuHR	maLF.tsœkHB	tsiHT.tsyHT	fanLT	tɔŋLT / kuaŋLT	sɐtLT.tsɛŋLT	kɔHR / kɔHR	tsʰakLT.tsɐiHR	liHT	tɛŋHB / pʰɛkLT	lɔkLT.jyLR	kʰɐmLF.kʰœyLF	tʰenHT.jɐtLT	leiLT	pʰɔHT	tsɛHF	kuaiHF	pinHT.kɔHB	jetLT	kʰɐmLF.jɐtLT
QJ	teiLT	sɐnHR	ŋɔLR			tʰuŋLF	feiHT.syHR	kɛŋHT	hɐtHT.jiHT	tsœnHT	linHT		tʰiuHB.pʰeiLF / pakHB.jinHB	faiHB.tsiHR	laŋLR.sœyHR / tuŋHB.sœyHR	tsikHT.tsœtHT	latLT.tʰatHB	munLF.tsʰaŋHR	lɔŋLF.meiHT	sikLT	tanHR	kɐuHR.laHR	sinHR.tinLT	wuHT.jiiŋHT	kɐtHT.laHR / tʰinLF.kɐiHT	kɔHB	tsɐtHT.lɐkHT	wɔLF	tsɛkHB / tʰiuLF		tʰouLR.ŋɔLT	tsʰiHB	puiLT	tsœŋHT / paHR	saŋHR	tsiŋLT	hɐiHR	tʰɐiHR	kɐuHR.kuHR	jytLT.kuɔŋHT	peiLT.kɔHT	heiHT	tsaŋHT	peiHR	wanHT	lukHT.jɐuHR	huŋLF	tʰɐuHR	jinLF	wɐnHR	tsɔŋHT / pɐtHT	pɔkHB.tʰɐuLF	kiuHB / ŋaiHB	haHT	fɐnHB	tsɐiHR	tsʰiLF.kɐŋHT	tsʰɛŋHT.tɐuHR / wɔŋLF.tɐuHR	maLF.tsœkHB / wɔLF.tsœkHB	tsiHT.tsyHT / laLF.kʰaLF	fanLT	kuaŋLT / tɔŋLT	sɐtLT.tsɛŋLT	kɔHR	tsʰakLT.louHR / siuHR.tʰɐuHT	liHT	tɛŋHB	lɔkLT.sœyHR / lɔkLT.jyLR	kʰɐnLF.kʰœyHR	tʰiŋHT.jɐtLT	leiLT	pʰɔHT	tsɛHT	kuaiHT	pinHT.kɔHB	jiikLT	kʰɐnLF.jɐtLT / tsɔkLT.jɐtLT
QY	teiHR	kʰɐnHR / søyHB	ŋɔHB			tʰuŋLF	feiHT.syHR	kɛŋHT	hɐtHT.jiHT	tsɐnHT	ninHT		tʰiuHB.pʰeiLF / pakHB.jimHB	faiHB.tsyHR	tuŋHB.søyHR	tsiHT.tsøtHT	latLT.tʰatHB / wuHT.tsauHT	munLF.lamHR	wɔŋLF.meiLT.tsʰiLF	sikLT	tsʰɐnHT	kɐuHR.naHR	simHR.tinLT	wuHT.jiiŋHT	kapHT.naHR	kɔHB	tsɐpHT.lɐpHT	wɔLF	pʰɐtHT		touHR.ŋɔHR	wɐnLF / tsʰyHB	puiHB	tsœŋHT	saŋHT	laŋHB	hɐiHR / hœŋHR	tʰɐiHR	kɐuHR.kuHR	jytLT.kuɔŋHT	peiLT.kɔHT	hiHT	tsaŋHT	peiHR	saHR	jɐuHR.kuɔHR	huŋLF	lœŋLF	jimLF	wɐnHR	tsɔŋHT	pɔkHB.tʰɐuLF	kiuHB / hamHB	haHT.kuŋHT	fɐnHB	tsɐiHR	tsʰiLF.kiŋHT	wɔŋLF.tɐuLF	wɔLF.tsœkHB.tsɐiHR	kʰaLF.lauHR	fanHR	tɔŋHB	sɐtLT.tsiŋHR	kɔHR	siuHR.tʰɐuHT	niHT	mɛkLT / tiuHT	lɔkLT.søyHR	kʰɐmLF.kʰyLF	tʰiŋHT.jɐtLT	leiLT	pʰɔHT	tsɛHT	kuaiHT	pinHT.kɔHB	jiikLT	kʰɐmLF.jɐtLT
QZ	tiLT	ʃɐnLR	ŋɔLR	tʃʰinLF.puLT	jɐuLT	kapHB	fiHT.ʃiHR	pʰaHB	hɐtHT.ȵiHT	fuLF	mɛLF.	ha1	tʰiuHB.pʰiLF	faiHB.tʃiHR	jɐnHT.ɬuiHR	tʰuHR.kɐuHR	latLT.tʰatHB	munLF.kʰɐmHR	tʃʰiŋHT.tʰiŋLF	ʃikLT	tanLT	kɐuHR.naHR	ʃimHR.tinLT	mɐnHT.jiŋHT	tʰinLF.kɐiHT	tʃiɛkHB	lɐmHB.tɔŋHB	wɔLF	pʰɐtHT	tʰuŋLF.kaHB	ŋɔLT	tʃʰiHB	hɔŋHB	paHT	ʃaŋHT	kɐuLT	tʃɔiLT	tʰaiHR	kɐuHR.kuŋHT	ȵitLT.kɔŋHT	piLT.kuŋHT	hiHT	tʃaŋHT	aiLT	ʃaHR	pukLT.tʃiHR	tʰinHT.kɔŋHB	liɛŋLF	jimLF	wun1	tʃɔŋHT	pɔkHB.tʰɐuLF	hamHB	haHT	ɬuiLT	tʃɐiHR	tʰɔŋHT.kaŋHT	wɔŋLF.tɐuLT	maLF.tʃʰiɛkHB	tʃiHT.tʃɐuHT	fanLT	kɔŋLT	tʃatHB.ɬɐtLT	nuHT	pakLT.niɛmHT	kɔHB	tʃaiHT	lɔkLT.jiLR	kʰɐmLF.ʃiLF	miŋLF.ȵɐtLT	liLT.tʃʰinLF	tɐuHT	tʃɛHT	kwaaj1	mɐtHT.ȵɐnLF	jikLT	tʃɔkLT.ȵɐtLT
RH	teiLT	kʰɛŋHR	ŋɔLR			tʰuŋLF	feiHT.sʉHR	kiɛŋHT / pʰaHB	hɐtHT.jiHT / hɐtHT.jiHT.louHR	tsœnHT	laiLR		tʰiuHB.pʰeiLF	faiHB.tsʮHR	laŋLR.sœyHR	sœtHT.sœtHT	lakLT.tʰakLT / wuHT.tsouHT	munLF.tsʰaŋHR / munLF.kʰaŋHR	lɔLF.meiHT.tsɐiHR	sɛkLT	tsʰœnHT	kɐuHR.laHR	sinHR.tinLT	wuHT.jinLF	kɐtHT.laHR / tʰinLF.kɐiHT	kɔHB	tsɐtHT.lɐtHT	wɔLF	tsiɛkLT		tʰouHR.keiHT	tsʰʮHB	puiLT	tsiœŋHT	səŋHT	laŋLR	hɐiLT / hiœŋHR	tʰɐiHR	kɐuHR.kuHR	jitLT.kɔŋHT	peiLT.kɔHT	heiHT	tsaŋHT	peiHR	waŋHR	lukLT.jɐuHR	tʰinHT.kɔŋHB	tʰɐuHR	jinLF	wɐnHR	tsɔŋHT	kaŋHT.tʰɐuLF.pɔkHT	haŋHR	haHT.kuŋHT	fɐnHB	tsɐiHR	tʰiuLF.kɐŋHT	wɔŋLF.tɐuHR	wɔLF.tsiœkLT.tsɐiHR / wɔLF.pitHT.tsɐiHR	lɔLF.kʰɔLF.	faŋLT	tɔŋLT	kitHT.sɐtLT	kɔHR	tsʰɐkLT.louHR	liHT	tɛŋHB / tiuHT	lɔkLT.sœyHR	kʰɐnLF.sʉLF / kʰɐnLF.maLF	mɛŋLF.jɐtLT / tʰiɛŋHT.jɐtLT	leiLT / siɛkLT.tʰɐuLF	tɐuHT	tsiɛHT	kuaiHT	pinHT.kɔHB	jɛkLT.pʰakLT	kʰɐnLF.jɐtLT
SD	teiLF	tsʰɐnHR	ɔiLR	tsʰynHF.pouLF	touHT	tuŋHF	fukHT.syHR	fɔŋHF	hɐtHT.jiHT	tsœnHT	jyLR.fɔŋHF	haHF	pakHB.jimLF	waiLF.tsyLR	tuŋLF.sœyLR	tsœtHT	wuHT.tsɔHF	munHF.kʰamLR	tɔŋHF.leiHR	setLF	tsʰœnHF	kɐuLR.laHR	simLR.tinLF	wuHF.henHR	tinHF.kɐiHT	kɔiLF	tsɐpHT.lɐpHT	fɔHF	tsɛkHB	timHR / timHR.hœŋHR	ɔLF	tsʰyLF	puiLF	tsœŋHF	saŋHF	laŋLR	hɐiHR	tʰɐiHR	kɐuLR.kuŋHT	jytLF.kuɔŋHF	peiLF.kɔHF	hiHF	tsaŋHF	peiHT	fanLR	lukHT.jɐuHR	kuŋLR.puŋHR	tʰauLR	himHF	wɐnLR	tsɔŋHF	pɔkHB.tʰɐuHF	ɛuHF	haHF	hɐnHB	tsɐiLR	tsʰiHF.kɐŋHT	pakLF.tɐuHR	fɔHF.waHF.tsœkHR	kʰɐmHF.lɔHR	fanLF	tɔŋLF	sɐtLF.tsɛŋLF	louLR	tʰɐuHT.tsɐiHR	leiHF	wenLF	lɔkLF.hyLR	kʰɐmHF.kʰyHF	tʰenHT.jɐtLF	leiLF	pʰɔHF	tsɛHT	kuaiHF	pɛnHT.kɔiHR	hetLF	kʰɐmHF.jɐtLF
SG	teiLT	kʰɐnHR	ŋɔLR			tʰuŋLF	feiHT.syHR	kɛŋHT / tsɐtLT	hɐtHT.jiHT	tsœnHT	laiLR		tʰiuHB.pʰeiLF / pakHB.jinHB	faiHB.tsiHR	tuŋHB.sœyHR	tsikHT.tsœtHT	latLT.tʰatHB / wuHT.tsouHT	munLF.tsʰanHR	tʰɔŋLF.leiHT	sikLT	tanHR	kɐuHR.laHR	sinHR.tinLT	wuHT.jiiŋHT	tʰinLF.kɐiHT	kɔHB	tsɐtHT.lɐpHT	wɔLF	tsɛkHB		tʰouLR.ŋɔLT	tsʰiHB / tʰɔŋHB	puiLT	tsœŋHT	səŋHT	laŋLR / siŋLT	hɐiHR / hœŋHR	tʰɐiHR	kɐuHR.kuŋHT / kɐuHR.kuHR	jytLT.kɔŋHT	peiLT.kɔHT	heiHT	tsɐŋHT	peiHR	wanHR	lukHT.jɐuHR	huŋLF	tʰɐuHR	jinLF	wɐnLR	tsɔŋHT	pɔkHB.tʰɐuLF	kiuHB / ŋaiHB	haHT	fɐnHB	tsɐiHR	tsʰiLF.kɐŋHT	wɔŋLF.tɐuHR	maLT.tsœkHB	kʰaLF.laHR	fanLT	tɔŋLT	sɐtLT.tsɛŋLT	kɔHR	tsʰɐkLT.louHR	liHT	mɛkLT / pʰɛkHB / tɛŋHB	lɔkLT.sœyHR	kʰɐmLF.kʰœyHR	tʰiŋHT.jɐtLT	leiLT	pʰɔHT	tsɛHT	kuaiHT	pinHT.kɔHB	jiikLT	tsʰɐmLF.jɐtLT
SH	tiLF / neLF	sɐnLR	ŋɔLR			tuŋLF	fiHF.syHB	kiɐŋHF / pʰaHB	hɐtHT.jiLF.louHB	tsɐnHF	nenHB		tʰeuHB.pɐiLF	tyLR	tuŋHB.suiHB	tsɐtHT	latLT.tʰatHB / wuHF.tsouHF	tiLR.keuHF	lɔkLRF.nɐiLF	jɐkHB	tsʰɐnHF	kauHB.naHB	sinHB.tenLR	wuHF.jɐŋHF	kɐpHT / kɐpHT.naHB	kɔHB	tsɐpHT.lɐpHT	wɔLF.tsaiHB	pʰɐtHT / tsiɐkHB		tɐuLR.kɐiHF / tɐuLR.ŋɔLR	tsʰiHB	paiLR	tsyɔŋHF	ɔHF	laŋLR	hɐiLR / aHF	tʰɐiHB	kauHB.kuHB	jytLT.kuɔŋHF	piLR.kɔHF	wiɐŋHB	tsɐŋHF	peiHB	wanHB.saHB	pɐtHT.lukHT	luŋLF	tʰɐuHB	jinLF	wɐnHB	tsɔŋHF	pɔkHB.tauLF	kiuHB	haHF	fɐnHB	tsaiHB	siLF.kaŋHF	pakLT.tauLR	maLF.tsyɔkHB / maLR.lauHF.jiLF	kɐmLF.mouLF / tsiHF.tsyHF	fanLR	hɐŋLF	sɐtLT.tsiɐŋLR	kɔHB	tsʰɐtLT.tsaiHB	liHB	pʰiɐkLRF / kuaŋLR	lɔkLRF.jyLR.laLF	kamLF.kʰoyLF	tɐiLR.jɐtLT / tɐiLR.tsiHF.jɐtLT	liLR	pʰɔHF	tsiɐHF	tsiɐŋHF	pinHF.kɔHB	jɐkLT	tsɐmHB.mɐnHB.jɐtLT
SS	teiLT	tsʰɐnHR	ŋɔiLR	hɐmLF.paLF.laŋLT	touHF / jiikLT	tʰuŋLF	feiHF.syHR	fɔŋHF	hɐtHT.jiHT	tsœnHT	ninHT	haHF	pakHB.jimHB / tʰiuHB.pʰeiLF	faiHB.tsiHR	tuŋHB.sœyHR	tsœtHT	wuHT.tsouHF	teiLT.fukLT	tʰɔŋLF.meiHT	sikLT	tsʰœnHF	kɐuHR.naHR	simHR.liaŋLT	wuHT.jiiŋHT	kɐpLT.naHR	kɔiHB	tsɐpHT.lɐpHT	wɔLF	tsiakHB	timHR	tʰouLR.ŋɔLT	tsʰiHB	puiLT	tsiɔŋHF	ɔHT	laŋLR	hɐiHR	tʰɐiLR	kɐuHR.kuHR	jytLT.kuɔŋHF	peiLF.kɔHT	heiHF	tsaŋHF	peiHR	saHB / wanHR	lukHT.jɐuHR	wɔkLT.jiLR.luŋLF	tʰauHR / liɔŋLF.haLR	jimLF	wɐnLR	tsɔŋHF / tʰimHF	pɔkHB.tʰɐuLF	ɛuHF	haHT.kuŋHT	hɐnHB	tsɐiHR	tsʰiLF.kɐŋHT	pakLT.tɐuHR	wɔLF.tsiɔkHR	kʰɐmLF.louHR / tsiHF.tsœHT	fanLT	kuaŋLT	sɐtLT.tsiaŋLT	kɔHR	syHR.mɔHT	kiHT	tɛuHB	lɔkLT.hyLR	kʰɐmLF.kʰœyHR	tʰəŋHF.jɐtLT	leiLT	pʰɔHT	tsiɛHT	tʰiaŋHF.waLT	pinHT.kɔiHB	jiikLT	kʰɐmLF.mɐtLT
TS	LF	kʰinLF	ᵑguɔiLF	hamLF.paLF.laŋLF	ziakLF	huŋLT	feiHB.siHT	ⁿdutLF	hatHT.ᵐbaiHT.tuɔiHT	tunHR	ⁿdenHR	hiHB.fuLF / haHB	kʰaiLT.siəŋHT	faiHB.tuHT	wuŋHB.suiHT	ɬetHT.ɬutHT	latLF.tʰatHB / laLT.tsaHT	jiLF.fukLF	vɔŋLT.ᵐbiHR	hiakHB	anLF	keuHT.ⁿdaHT	henHB.siapHB	vuɔLT.zienHR	henLT.kaiHB / kepHT.kaiHT	kuɔiHB	siuHB.suiHT	vuɔLT	kuɔiHB	kiHT.hauHR	wuHT.kiHB	lunLT / vuɔiLT	hamLT	tsiaŋHB	saŋHB	wuŋHB	ouHB	haiHT	keuHT.kuŋLF	ᵑgutLF.kɔŋHB	peiLF.kuɔHT	hiHB	tsʰaŋHB	jiHT	lauLF	puHT.lukHT	vɔkLF.ᵑgiHT	souHT	siaŋLF.ᵐbiHR	vunHT	zieuHT	kanHB.heuLT	hamHB	haHR	funHB	tuɔiHT	siLT.kaŋHR	vɔŋLT.euHR	vuɔLT.tiakHT	kʰaLT.louHR	fanLF	wuŋLF	ketHT.sitLF	ⁿdenLF / kʰuŋLF	tʰakLF.tuɔiHT	kʰuɔiLF	pʰiakLF / sauLF / jauLF.sauLF	lɔkLF.suiHT	kʰemLT.siLT	henHB.tauHT	liHR	euHB	tsiaHR	hiaŋHB.kauHB	aHB.suiHR	zetLF	tʰamLT.ᵐbanHR / tʰamLT.ᵑgitLF.tɤHT
WC	nɛHT		ŋɔHB / ŋwɐŋHB	jɐtHB.wuiLT			fɛiHT.ʃiLR	kiŋHT	hɐtHB.ȵiHT.lɔɑuLR	tunHT	nɛŋHT		kauLR	faiLF.tʃʰiLT		tʰɔuLR.kɐuLR		munHB.tʰɛiLT.fukHB	tʰɔŋHB.nɛiHT / nɐŋHB.nɛiHT	hɐkHB	tʰanLT	kɐuLR.nɛŋHT	fɔLR.ʃɛHB	mɐmHB.jiŋHB	kɔkLT	tʃikHB	tʃɐpHB.lɐpHB	wɔHB		tɛŋLF.tɛiLR	tʰɔuHB.kɛiHT	wuiLT	tʃikHB		ʃaŋHT	tʰamHB	tʰɔiLT	tʰɐiLR	kɐuLR.kuHT	witHB.lɛŋLT	pʰɛiLT	hɛiHT		bɛiLR	lamLF	kaHT.pʰukHB	kaŋLF	lɔŋLT		wɐnHT / lɔHT	ȵiuLR / bɐtHB		ɛuHT	haHT.kuŋHT	mɐiLF	tɐiLR		pʰaakHB.tʰɐuLT	wɔHB.mɛiLF / kukHB.mɛiLF	kʰɐmHB.lɔHB / tʰinHT.tʰɐuHT.ȵiHT	fanLT	tʰɔŋLT / ʃauLF	mɐtHB.ʃɐtHB	naLT	tʰɐtHB	kɔLF	diuHT / tɐpHB	lɔkHB.ʃuiLR	kʰɐmHB.ʃiHB	miŋHB.tʃiuHT.ȵɐtHB	lɛiLT	dɐuHT		tʰiŋHT.kaŋLR	matHB.ʃuiHB	jikHB	tʰukHB.ȵɐtHB
XD		ʃanLRF	nuŋHB	amLR.paLR.laŋLR	jɛLF	tuŋLR	fuiHB.ʃyHF	pʰɔHR	hitHF.kiakHF.lɔuHF	pʰĩLR	ninHR	hiHB.puLRF	tʰɛiHR.paiLR	kʰuaHR.tʃyHR	tʃʰiakLR.ʃuiHF	tʃɔuHR.kaHB	latLR.tʰatLR	manLR.hɔmHB	tʃʰĩHB.tʰĩLR	kiakHF	tãLRF	kauHF.pɔLR	lapLR.nĩLR	manHB.jaŋLR	kɔpHF.mɔLR	kɔHR	tɔuHF.paHR	kukHF	tɔLR	tø̃HR.ø̃LRF	kiHB	wuiLR	tʃatHF	tʃø̃HB	ʃɛ̃HB	ʃaŋLR	ʃoiLRF	tʰaiHF	kauHF.kuHF	ȵutLR.kɤ̃HB	paiLR	hiHB	tʃɛ̃HB	paiLRF	ʃɐkHF.kiakLR	taLRF.kumHB	kɤ̃HR	ʃaŋLR	inLR	maaj	juLF	pɔHR.tɔLR	wɛiHB	hɔHB.kuŋHB	fɐnHR	tʃaiHF	tʰɤ̃HB.kɛ̃HB	ŋ̍LR.tauLRF	maLR.tʰiaHB	kiamLR.lɔLR	pãLRF	jaLR	kitHF.ʃatLR	puiLR	pɛLR.nɛmHB	kaiHF	ŋãHR	liɔkLR.ʃuiHF	mɔHB.kuɐiHT	tɛLRF.ȵatLR	ʃitLR.tɔLR	kʰɔHF	tʃiaHB	kwaaj1	ʃuiLRF	tʃʰiHF	ɬiLR.ȵatLR
XH	kLF	kʰænLR	ᵑguɔLR	hamLF.paLF.laŋLF	ziikLF	houŋLT	feiLR.siHR	kiaŋLR	hætHT.ᵑgiHR	tsænLR	ⁿdinHR	heiLR.fuLF	pakHT.zimLR	faiLR.tsiHR	touŋLR.suiHR	sikHT.sætHT	laLT.tsaHR	ᵐbunLT.kʰæmLF	ⁿdɔŋLT.ⁿdeiHR	hiakHB	tanLF	kæuHR.ⁿdaHR	hinLR.sipHB	vuɔLT.ziiŋHR	hinLT.kæiLR / kæpHB	kuɔLR	sæuLR.suiHR	vuɔLT	kuɔLR	kiHR.kʰouLF	touHR.ᵑgɔLF	tsʰiLR / hɔŋLR	puiLF	tsiɔŋLR	saŋLR	laŋLF	hæiHR	hæiHR	kæuHR.kuHR	ᵑgitLF	peiLF.kuɔHR	heiLR	tsaŋLR	peiHR	lauLF	puHR.loukHT	vɔkLF.ᵑgiHR	sauHR	siɔŋLF.ᵐbeiLF	vænHR	tsɔŋLR / ziuHR	kænLR.hæuLT	hamLR	haLR	fænLR	tsæiHR	tsʰiLT.kaŋLR	vaŋLT.tæuLR	vuɔLT.tsiɔkHT	kʰæmLT.louHR	fanLF	lauLF	sætLF.tsiaŋLF	ⁿdenLF	siuHR.ᵐbɔHR	kʰuiLF	pʰiakHB / sauLT	lɔkLF.suiHR	kʰæmLT.siLT	hiŋLR.ᵑgætLF	leiLF	tæuLR	tsiaLR	kuaiLR	pinLR.kɔLR / suiLT	ziikLF	tsɔkLF.ᵑgætLF
XX	nɐiHR	sɐnHF	ŋɔLT			lɐuHR	fiHR.syHR	nɐtLF	hɐtHT.jiHT	tsɐnHR	nɛHR		pakHT.jimHB	faiHB.tsiHR	tsʰɐtHT.syHR / tuŋHB.syHR	tʰɐtHT.sɐtHT	aHB.tsɐuHR	mʊnLT.tiHF.kauHR	tʰɔŋHB.miLT	hɐtHT	tsʰɐnHR	kɐuHR.naHR	simHR.tinHF	mɐnHB.tsaiHR	kɐpHT.naHR	kɔHB	tsɐpHT.lɐpHT / lɐmLT.tɔŋHB	vɔLT	pʰɐtHT		tʰuLT.kiHR	vɐnLT	poiHF	tsiaŋHR	ɔHR	laŋHB	tsʰoiLT	tʰɐiHR	kɐuHR.kuHR	jytLF.liaŋHF	piHF.kɔHR	hiHR	tsaŋHR	piHR	tsynHR	jioHB.tsiHR	luŋLT	siuHR	jimLT	vɐnHR	tsɔŋHR	pɔkHF.tʰɐuLT	hɐmHB	haHB	fɐnHB	tsɐiHR	tsʰiLT.kaŋHR	vɔŋLT.tɐuHF	maLT.mɐtHT	kʰɐmLT.lɐuLT	fanHF	tɔŋHF	sɐtLF.tsɐnHF	nɐtHT	tsʰakLF.tsɐiHR	ɐtHT	tsyHR / tɐnHF	lɔkLF.syHR.laHB	kʰɐmLT.syLT	loiLT.jɐtLF	liHF	pʰɔHR	tsɛHR	kuaiHR	pɐtHT.kɔHB	jɐtLF	tsʰɐʔLF.mɐtLF
XY	teiLF	sɐnLR	ŋɔLR				fuiHF.syLR	kʰɔŋLR	hɐtHT.ɲiHF	tsuŋHF	nɛnHF		fanHF.manLR	kʰuaiHB.tsyLF / kʰuaiHB	ŋanHT.suiLR	tsukHT.tsikHT	naiHF	kumLF.hɐmHB	lɐtLF.leiHF	sikLF	tsʰɐnHF	kɐuLR.naHR	ɲapHB.liŋLF	mɐnHF.jiŋHF	kɐpHT.naLR	tsikHT	tsɐpHT.lɐpHT	wɔLR	tsɛkHB		tʰuLR.ŋɔLF	wɐnLF / tʰɔŋHB	hɔŋHB	tsɛŋHF	siŋHF	laŋLR	touHB / tsʰɔiLR	tʰɐiLR	kɐuLR.kuŋHF		peiLF.kuŋHF	heiHF	himHB	peiLR	lɛuLF / tɔŋLF	kuHF.pɔkLF	pɐŋLF.kɐŋHB	tʰɐuLR / lɔŋLF	jimLR	wɐnLR	tʰimHF	kinHF.pɔkHB	kiuHB / hamHB / ɛuHF	haHF	suiLR	tsɐiLR	siLF.kɐŋHF	wɔŋLF.tɐuLF	maLF.tsʰɛkHB	kʰɐmLF.louLR	fanLF	tɔŋLF	sɐtLF / kitHB	naLF	tsʰɐkLF.louLR	keiLR.kɔHB	makLF / tiuHT	lɔkLF.suiLR	kʰɐmLF.syLR	tʰiŋHF.ɲɐtLF	leiLF	pʰœHF	tsɛHF	kuaiHF	mɐtHT.ɲɐnLR / mɐtHT.suiLR	jiikLF	kʰɐmLF.ɲɐtLF
YD	teiLF	sɐnLR	ŋuɔLR			tʰuŋLT	feiHT.syLR	kiaŋHT	kaHB.faHB.louLR	tsønHT.tsɐiLR	ninHT		tʰiuHB.pʰeiLT	faiHB.tsiLR	tsʰiakHB.ʃøiLR	tsøtHT.tsɐiLR	latLT.tʰatHB / vuHT.tsouHT	fuHT.kʰimHT	jøŋLT.meiLT.tsʰiLT	sikLT	tanLR	kɐuLR.naLR	ʃimLR.tinLF	vuHT.jiŋHT	hɐpHT.naHR	kuɔHB	tsɐpHT.lɐpHT	vuɔLT.tsɐiLR	tsiakHB		touLR.ŋuɔLF	tsʰiHB	tsiakHB	tsøŋHT	saŋHT	laŋLR	hɐiLR	tʰɐiLR	kɐuLR.kuŋHT	jytLT.kɔŋHT	peiLF.kuŋHT	heiHT	tsaŋHT	peiLR	liuLR	saHT.tʰinLT.jɐuLR	tʰinHT.kuŋHT	tʰɐuLR	saŋHT.jimLT	vɐnLR	tsɔŋHT	kinHT.tʰɐuLT	hamHB	kaHT.kuŋHT	fɐnHB	tsɐiLR	tsʰiLT.kaŋHT	vɔŋLT.tɐuLF	vuɔLT.faHT.tsøkHB	laLF.kʰaLF	fanLF	kɔŋLF	ʃɐtLT.tsiaŋLF	kuɔHB	tsʰakLT.tsaiLR	liHT	tiuHT	lɔkLT.ʃøiLR	kʰɐmLT.kʰøiLT.pʰuɔLT	tʰiŋHT.jɐtLT	leiLF	pʰuɔHT	tsɛHT	kuaiHT	pinHT.kuɔHB	jikLT	kʰɐmLT.jɐtLT / tsʰɐmLT.jɐtLT
