idx,var,xb,pdgx,gy,gloss_zh,gloss_en,dialect,form,family,subfamily,orth,transcription,ref,,
,60,161,173,133,稻子,growing grain,HS,kuk7,2,1,穀,kɔuk³³,,,
,60,161,173,133,稻子,growing grain,DG,wo2,1,1,禾,vɔ²¹,,,
,60,161,173,133,稻子,growing grain,BA,wo2,1,1,禾,wuɔ²¹,,,
,60,161,173,133,稻子,growing grain,GP,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,MS,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,CZ_p,kuk7,2,1,穀,kɔk²⁴,,,
,60,161,173,133,稻子,growing grain,GG,kuk7,2,1,穀,kuk³³,,,
,60,161,173,133,稻子,growing grain,BL,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,BS,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,BB,wo2,1,1,禾,uɔ²³²,,,
,60,161,173,133,稻子,growing grain,LS,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,PB,kuk7,2,1,穀,kɔk³³,,,
,60,161,173,133,稻子,growing grain,QZ,wo2,1,1,禾,uɔ²¹,,,
,60,161,173,133,稻子,growing grain,BH,wo2,1,1,禾,uɔ²¹,,,
,60,161,173,133,稻子,growing grain,NM,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,NN,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,NN_p,kuk7,2,1,穀,kuk³³,,,
,60,161,173,133,稻子,growing grain,FS_p,kuk7,2,1,穀,kɔk³³,,,
,60,161,173,133,稻子,growing grain,BS_p,kuk7,2,1,穀,kɔk³³,,,
,60,161,173,133,稻子,growing grain,BY,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,HX,kuk7,2,1,穀,kuk⁵⁵,,,
,60,161,173,133,稻子,growing grain,XD,kuk7,2,1,穀,kuk⁵²,,,
,60,161,173,133,稻子,growing grain,ZQ,wo2,1,1,禾,wuɔ²¹,,,
,60,161,173,133,稻子,growing grain,SH,wo2 tsaj3,1,2,禾仔,wuɔ²¹ tsai³³,,,
,60,161,173,133,稻子,growing grain,GN,wo2,1,1,禾,wuɔ²¹,,,
,60,161,173,133,稻子,growing grain,DQ,wo2,1,1,禾,uo³⁴²,,,
,60,161,173,133,稻子,growing grain,HJ,wo2,1,1,禾,wuɔ²³¹,,,
,60,161,173,133,稻子,growing grain,FK,wo2,1,1,禾,uə²⁴,,,
,60,161,173,133,稻子,growing grain,YF,kuk7 jung1,2,1,穀翁,kok⁵⁵ jioŋ⁵⁵,,,
,60,161,173,133,稻子,growing grain,XX,wo2,1,1,禾,vɔ²²,,,
,60,161,173,133,稻子,growing grain,LD,wo2,1,1,禾,uo²¹,,,
,60,161,173,133,稻子,growing grain,YN,wo2,1,1,禾,uɔ²⁴,,,
,60,161,173,133,稻子,growing grain,QY,wo2,1,1,禾,wuɔ²¹,,,
,60,161,173,133,稻子,growing grain,FG,wo2 tsaj3,1,2,禾仔,uɔ²² tsɐi³⁵,,,
,60,161,173,133,稻子,growing grain,YD,wo2 tsaj3,1,2,禾仔,vᵘɔ²² tsɐi²⁴,,,
,60,161,173,133,稻子,growing grain,YS,wo2,1,1,禾,uɔ³⁴²,,,
,60,161,173,133,稻子,growing grain,BT,wo2,1,1,禾,wuɔ²¹,,,
,60,161,173,133,稻子,growing grain,LX,wo2,1,1,禾,wuɔ²¹,,,
,60,161,173,133,稻子,growing grain,SG,wo2,1,1,禾,wuɔ²¹,,,
,60,161,173,133,稻子,growing grain,QJ,wo2,1,1,禾,wuɔ²¹,,,
,60,161,173,133,稻子,growing grain,RH,wo2,1,1,禾,uɔ²¹,,,
,60,161,173,133,稻子,growing grain,LC,wo2,1,1,禾,uɔ²¹,,,
,60,161,173,133,稻子,growing grain,LC,shuj3 taw6,3,1,水稻,sœy³⁵ tou²²,,,
,60,161,173,133,稻子,growing grain,XY,wo2,1,1,禾,wɔ¹³,,,
,60,161,173,133,稻子,growing grain,LJ,wo2,1,1,禾,uɔ¹¹,,,
,60,161,173,133,稻子,growing grain,YJ,kuk7,2,1,穀,kuk²⁴,100,,
,60,161,173,133,稻子,growing grain,DC,wo2,1,1,禾,vɔ²²,258,,
,60,161,173,133,稻子,growing grain,HZ,wo2,1,1,禾,wɔ⁴⁴,98,,
,60,161,173,133,稻子,growing grain,WC,wo2,1,1,禾,wɔ⁴⁴,98,,
,61,321,336,274,蟋蟀,cricket,GZ,tsik7 tsyt7,1,1,織蟀,tsek⁵⁵ tsœt³⁵,,,
,61,321,336,274,蟋蟀,cricket,HK,tsik7 tsyt7,1,1,蟋蟀,tsek⁵⁵ tsøt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,HK,sik7 syt7,1,9,蟋蟀,sek⁵⁵ søt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,JT,tsuk7 tsyt7,1,2,tsok⁵⁵ tsyk⁵⁵,tsok⁵⁵ tsyk⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,MC,sik7 syt7,1,9,蟋蟀,sek⁵⁵ sœt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,PY,tsyt7,1,3,蟀,tsyt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,HXHS,tsyt7,1,3,蟀,tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,CH,tsyt7,1,3,蟀,tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,ZC,tsi1 tsa1,1,7,蜘 tsa⁵⁵,tsi⁵⁵ tsa⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,FS,tsik7 tsyt7,1,1,織蟀,tsek⁵⁵ tsœt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,NH,tsyt7 tsyt7,1,4,蟀蟀,tœt⁵⁵ tœt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,SD,tsyt7,1,3,蟀,tsœt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,SS,tsyt7,1,3,蟀,tsœt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,GM,sik7 syt7,1,9,蟋蟀,sək⁵⁵ søt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,ZS,tsik7 tsyt7,1,1,織蟀,tsek⁵⁵ tsœk⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,ZH,tsuk7 kaj1,3,2,足雞,tsok⁵⁵ kɐi⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,DMSH,sik7 syt7,1,9,蟋蟀,sek⁵⁵ sɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,DMZ,sik7 syt7,1,9,蟋蟀,sek⁵⁵ sɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,JM,tsiw3 tsyt7,1,5,酒蟀,tseu⁴⁵ tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,XH,sik7 syt7,1,9,蟋蟀,sek⁵⁵ sæt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,TS,sik7 syt7,1,9,蟋蟀,ɬet⁵⁵ ɬut⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,KP,sik7 syt7,1,9,蟋蟀,ɬet⁵⁵ ɬut⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,EP,tsik7 tsyt7,1,1,織蟀,tsek⁵⁵ tsut⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,HS,tsik7 tsyt7,1,1,蟋蟀,tek⁵⁵ tsut⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,DG,tsi3 tsuk7,1,6,子蟀,tsɐi³⁵ tsok⁴⁴,,,
,61,321,336,274,蟋蟀,cricket,BA,tsyt7 tsik7,1,14,蟀織,tsoʔ⁵⁵ tsia³⁵,,,
,61,321,336,274,蟋蟀,cricket,GP,thu3 kaw3,2,1,土狗,tʰu³⁵ kɐu³⁵,,,
,61,321,336,274,蟋蟀,cricket,MS,thu3 kaw3,2,1,土狗,tʰu⁴² kɐu⁴²,,,
,61,321,336,274,蟋蟀,cricket,CZ_p,thu3 kaw3,2,1,土狗,tʰɔ²⁴ kɐu²⁴,,,
,61,321,336,274,蟋蟀,cricket,GG,thu3 kaw3,2,1,土狗,tʰɐu³⁴ kau³⁴,,,
,61,321,336,274,蟋蟀,cricket,BL,thu3 kaw3,2,1,土狗,tʰu³⁵ kɐu³⁵,,,
,61,321,336,274,蟋蟀,cricket,BS,thu3 kaw3,2,1,土狗,tʰu³⁵ kɐu³⁵,,,
,61,321,336,274,蟋蟀,cricket,BB,thu3 kaw3,2,1,土狗,tʰu³³ kau³³,,,
,61,321,336,274,蟋蟀,cricket,LS,thu3 kaw3,2,1,土狗,tʰəu⁵⁵ kɐu⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,PB,thu3 kaw3,2,1,土狗,tʰəu³³ kɐu³³,,,
,61,321,336,274,蟋蟀,cricket,QZ,thu3 kaw3,2,1,土狗,tʰu³⁵ kɐu³⁵,,,
,61,321,336,274,蟋蟀,cricket,BH,tsuk7 tsyt7,1,2,tʃuk⁵⁵ tʃɐt⁵⁵,tʃuk⁵⁵ tʃɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,NM,tsuk7 tsyt7,1,2,tʃuk⁵⁵ tʃɐt⁵⁵,tʃuk⁵⁵ tʃɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,NN,tsyt7 tsyt7,1,4,tʃyt⁵⁵ tʃyt⁵⁵,tʃyt⁵⁵ tʃyt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,NN_p,thu3 kaw3,2,1,土狗,tʰɔ³³ kɐu³³,,,
,61,321,336,274,蟋蟀,cricket,FS_p,thu3 kaw3,2,1,土狗,tʰɔ³³ kɐu³³,,,
,61,321,336,274,蟋蟀,cricket,BS_p,thu3 kaw3,2,1,土狗,tʰɔ³³ kɐu³³,,,
,61,321,336,274,蟋蟀,cricket,BY,thu3 kaw3,2,1,土狗,tʰəu³³ kɐu³³,,,
,61,321,336,274,蟋蟀,cricket,HX,thu3 kaw3,2,1,土狗,tʰu³³ kɐu³³,,,
,61,321,336,274,蟋蟀,cricket,XD,tsu ka,3,1,tʃɔu³⁵ ka⁴⁴,tʃɔu³⁵ ka⁴⁴,,,
,61,321,336,274,蟋蟀,cricket,ZQ,tsuk7 tsyt7,1,2,促蟀,tsok⁵⁵ tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,SH,tsyt7,1,3,蟀,tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,GN,tshow3 tsyt7,1,15,草蟀,tsʰo⁵⁵ tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,DQ,tsuk7 tsyt7,1,2,促蟀,tsʰok⁵⁵ tsɐk⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,HJ,tsik7 tsyt7,1,1,織蟀,tsit⁵⁵ tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,FK,sap7 tsyt7,1,10,蟀織,sap³³ tsɐk⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,YF,tsuk7 tsyt7,1,2,促蟀,tsok⁵⁵ tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,XX,thyt7 syt7,1,16,踢蟀,tʰɐt⁵⁵ sɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,LD,tsuk7 tsyt7,1,2,促織,tsok⁵⁵ tsɐk⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,YN,tsuk7 tsyt7,1,2,促織,tsok³³ tɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,QY,tsi1 tsyt7,1,17,蜘蟀,tsi⁵⁵ tsøt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,FG,tsyt7 tsaj3,1,11,蟀仔,tsɐt⁵⁵ tsɐi³⁵,,,
,61,321,336,274,蟋蟀,cricket,YD,tsyt7 tsaj3,1,11,蟀仔,tsøt⁵⁵ tsɐi²⁴,,,
,61,321,336,274,蟋蟀,cricket,YS,tsyt7,1,3,織,tsɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,BT,sik7 syt7,1,9,蟋蟀,ʃɛk²² ʃɔt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,LX,sik7 syt7,1,9,蟋蟀,sik²² ʂɐt²²,,,
,61,321,336,274,蟋蟀,cricket,SG,tsik7 tsyt7,1,1,織蟀,tsek⁵⁵ tsœt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,QJ,tsik7 tsyt7,1,1,織蟀,tsek⁵⁵ tsœt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,RH,syt7 syt7,1,12,蟋蟀,sœt⁵⁵ sœt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,LC,tsik7,1,13,織,tsek⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,XY,tsuk7 tsyt7,1,2,促織,tsok⁵⁵ tsek⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,LJ,sik7 syt7,1,9,蟋蟀,ɬek⁵⁵ ɬɐt⁵⁵,,,
,61,321,336,274,蟋蟀,cricket,YJ,tsuk7 tsyt7,1,2,促蟀,tʃuk⁴² tʃɐk⁴²,109,,
,61,321,336,274,蟋蟀,cricket,DC,sik7 syt7,1,9,蟋蟀,ɬeik⁵⁵ ɬut⁵⁵,249,,
,61,321,336,274,蟋蟀,cricket,HZ,thu3 kaw3,2,1,土狗,tʰɔu³⁵ kɐu³⁵,94,,
,61,321,336,274,蟋蟀,cricket,WC,thu3 kaw3,2,1,土狗,tʰɔu¹³ kɐu¹³,94,,
,62,655,711,589,剩飯,leftover (rice),GZ,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),HK,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),JT,laang4,1,1,冷,læŋ²³,,,
,62,655,711,589,剩飯,leftover (rice),MC,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),PY,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),HXHS,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),CH,laang4,1,1,冷,laŋ²³,,,
,62,655,711,589,剩飯,leftover (rice),ZC,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),FS,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),NH,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),SD,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),SS,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),GM,laang4,1,1,冷,laŋ³³,,,
,62,655,711,589,剩飯,leftover (rice),ZS,laang4,1,1,冷,laŋ²¹³,,,
,62,655,711,589,剩飯,leftover (rice),ZH,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),DMSH,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),DMZ,laang4,1,1,冷,laŋ²¹,,,
,62,655,711,589,剩飯,leftover (rice),JM,laang4,1,1,冷,laŋ²¹,,,
,62,655,711,589,剩飯,leftover (rice),XH,laang4,1,1,冷,laŋ²¹,,,
,62,655,711,589,剩飯,leftover (rice),TS,tung5,2,1,凍,oŋ³³,,,
,62,655,711,589,剩飯,leftover (rice),KP,tung5,2,1,凍,oŋ³³,,,
,62,655,711,589,剩飯,leftover (rice),EP,laang4,1,1,冷,laŋ³³,,,
,62,655,711,589,剩飯,leftover (rice),HS,laang4,1,1,冷,liaŋ³³,,,
,62,655,711,589,剩飯,leftover (rice),DG,laang4,1,1,冷,ŋɛŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),BA,laang4,1,1,冷,læŋ¹¹,,,
,62,655,711,589,剩飯,leftover (rice),GP,cing6,3,1,剩,tʃiŋ²²,,,
,62,655,711,589,剩飯,leftover (rice),MS,kiw6,4,1,舊,tʃɐu²¹⁴,,,
,62,655,711,589,剩飯,leftover (rice),CZ_p,kiw6,4,1,舊,kəu²²,,,
,62,655,711,589,剩飯,leftover (rice),GG,kiw6,4,1,舊,tʃau²¹,,,
,62,655,711,589,剩飯,leftover (rice),BL,cing6,3,1,剩,ʃiŋ²¹,,,
,62,655,711,589,剩飯,leftover (rice),BS,cing6,3,1,剩,tʃiŋ²²,,,
,62,655,711,589,剩飯,leftover (rice),BB,cing6,3,1,剩,ʃiŋ²¹,,,
,62,655,711,589,剩飯,leftover (rice),LS,cing6,3,1,剩,ʃiŋ³³,,,
,62,655,711,589,剩飯,leftover (rice),PB,cing6,3,1,剩,ʃɐi²²,,,
,62,655,711,589,剩飯,leftover (rice),QZ,kiw6,4,1,舊,kɐu²²,,,
,62,655,711,589,剩飯,leftover (rice),BH,kiw6,4,1,舊,kɐu²²,,,
,62,655,711,589,剩飯,leftover (rice),NM,kiw6,4,1,舊,kɐu²²,,,
,62,655,711,589,剩飯,leftover (rice),NN,kiw6,4,1,舊,kɐu²²,,,
,62,655,711,589,剩飯,leftover (rice),NN_p,kiw6,4,1,舊,kɐu²²,,,
,62,655,711,589,剩飯,leftover (rice),FS_p,kiw6,4,1,舊,kəu¹³,,,
,62,655,711,589,剩飯,leftover (rice),BS_p,kiw6,4,1,舊,kɐu²²,,,
,62,655,711,589,剩飯,leftover (rice),BY,cing6,3,1,剩,ʃiŋ⁵²,,,
,62,655,711,589,剩飯,leftover (rice),HX,cing6,3,1,剩,ʃiŋ²²,,,
,62,655,711,589,剩飯,leftover (rice),XD,cing6,3,1,剩,ʃaŋ²⁴,,,
,62,655,711,589,剩飯,leftover (rice),ZQ,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),SH,laang4,1,1,冷,laŋ²⁴,,,
,62,655,711,589,剩飯,leftover (rice),GN,laang4,1,1,冷,laŋ²¹⁴,,,
,62,655,711,589,剩飯,leftover (rice),DQ,laang4,1,1,冷,lɐŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),HJ,laang4,1,1,冷,lɛŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),FK,cing6 (post),3,2,剩,tsɐŋ²¹,,,
,62,655,711,589,剩飯,leftover (rice),YF,cing6,3,1,剩,seŋ²¹,,,
,62,655,711,589,剩飯,leftover (rice),XX,laang4,1,1,冷,laŋ³³,,,
,62,655,711,589,剩飯,leftover (rice),LD,laang4,1,1,冷,lɐŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),YN,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),QY,laang4,1,1,冷,laŋ³³,,,
,62,655,711,589,剩飯,leftover (rice),FG,cing6,3,1,剩,səŋ²¹,,,
,62,655,711,589,剩飯,leftover (rice),YD,laang4,1,1,冷,laŋ²⁴,,,
,62,655,711,589,剩飯,leftover (rice),YS,cing6,3,1,剩,sɐŋ²²,,,
,62,655,711,589,剩飯,leftover (rice),BT,tung5,2,1,凍,doŋ³⁵,,,
,62,655,711,589,剩飯,leftover (rice),LX,laang4,1,1,冷,liaŋ²²,,,
,62,655,711,589,剩飯,leftover (rice),SG,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),SG,cing6,3,1,剩,seŋ²²,,,
,62,655,711,589,剩飯,leftover (rice),QJ,cing6,3,1,剩,tseŋ²²,,,
,62,655,711,589,剩飯,leftover (rice),RH,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),LC,laang4,1,1,冷,laŋ³⁵,,,
,62,655,711,589,剩飯,leftover (rice),XY,laang4,1,1,冷,laŋ¹³,,,
,62,655,711,589,剩飯,leftover (rice),LJ,cing6,3,1,剩,seŋ¹¹,,,
,62,655,711,589,剩飯,leftover (rice),YJ,cing6,3,1,剩,ʃeŋ⁵⁵,129,,
,62,655,711,589,剩飯,leftover (rice),YJ,kiw6,4,1,舊,,!!!,,
,62,655,711,589,剩飯,leftover (rice),HZ,tam2 (post),5,1,殘,tʰam⁴⁴,136,,
,62,655,711,589,剩飯,leftover (rice),WC,tam2 (post),5,1,殘,tʰam⁴⁴,136,,
,63,655,711,589,(剩)飯,steamed rice,GZ,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,HK,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,JT,fan6,1,1,飯,fæŋ³²,,,
,63,655,711,589,(剩)飯,steamed rice,MC,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,PY,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,HXHS,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,CH,fan6,1,1,飯,faŋ²¹,,,
,63,655,711,589,(剩)飯,steamed rice,ZC,fan6,1,1,飯,faŋ²²,,,
,63,655,711,589,(剩)飯,steamed rice,FS,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,NH,fan6,1,1,飯,pʰaŋ²²,,,
,63,655,711,589,(剩)飯,steamed rice,SD,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,SS,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,GM,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,ZS,fan6,1,1,飯,fan³³,,,
,63,655,711,589,(剩)飯,steamed rice,ZH,fan6,1,1,飯,fan³³,,,
,63,655,711,589,(剩)飯,steamed rice,DMSH,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,DMZ,fan6,1,1,飯,fan³¹,,,
,63,655,711,589,(剩)飯,steamed rice,JM,fan6,1,1,飯,fan³¹,,,
,63,655,711,589,(剩)飯,steamed rice,XH,fan6,1,1,飯,fan³¹,,,
,63,655,711,589,(剩)飯,steamed rice,TS,fan6,1,1,飯,fan³¹,,,
,63,655,711,589,(剩)飯,steamed rice,KP,fan6,1,1,飯,fan³¹,,,
,63,655,711,589,(剩)飯,steamed rice,EP,fan6,1,1,飯,fan³¹,,,
,63,655,711,589,(剩)飯,steamed rice,HS,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,DG,fan6,1,1,飯,fɛŋ³²,,,
,63,655,711,589,(剩)飯,steamed rice,BA,fan6,1,1,飯,fæŋ³²,,,
,63,655,711,589,(剩)飯,steamed rice,GP,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,MS,pan6,1,2,飯,pan²¹⁴,,,
,63,655,711,589,(剩)飯,steamed rice,CZ_p,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,GG,fan6,1,1,飯,fɔn²¹,,,
,63,655,711,589,(剩)飯,steamed rice,BL,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,BS,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,BB,fan6,1,1,飯,fɔn²¹,,,
,63,655,711,589,(剩)飯,steamed rice,LS,fan6,1,1,飯,fan³³,,,
,63,655,711,589,(剩)飯,steamed rice,PB,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,QZ,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,BH,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,NM,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,NN,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,NN_p,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,FS_p,fan6,1,1,飯,fan¹³,,,
,63,655,711,589,(剩)飯,steamed rice,BS_p,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,BY,fan6,1,1,飯,fan⁵²,,,
,63,655,711,589,(剩)飯,steamed rice,HX,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,XD,pan6,1,2,飯,pã²¹³,,,
,63,655,711,589,(剩)飯,steamed rice,ZQ,fan6,1,1,飯,fan⁵²,,,
,63,655,711,589,(剩)飯,steamed rice,SH,fan6,1,1,飯,fan²⁴,,,
,63,655,711,589,(剩)飯,steamed rice,GN,fan6,1,1,飯,fan²¹⁴,,,
,63,655,711,589,(剩)飯,steamed rice,DQ,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,HJ,fan6,1,1,飯,fan³²⁵,,,
,63,655,711,589,(剩)飯,steamed rice,FK,pan6,1,2,飯,pan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,YF,fan6,1,1,飯,faŋ²¹,,,
,63,655,711,589,(剩)飯,steamed rice,XX,fan6,1,1,飯,fan⁴²,,,
,63,655,711,589,(剩)飯,steamed rice,LD,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,YN,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,QY,fan6,1,1,飯,fan³⁵,,,
,63,655,711,589,(剩)飯,steamed rice,FG,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,YD,fan6,1,1,飯,fan³¹,,,
,63,655,711,589,(剩)飯,steamed rice,YS,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,BT,pan6,1,2,飯,pan²¹⁴,,,
,63,655,711,589,(剩)飯,steamed rice,LX,pan6,1,2,飯,pan²²,,,
,63,655,711,589,(剩)飯,steamed rice,SG,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,QJ,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,RH,fan6,1,1,飯,faŋ²²,,,
,63,655,711,589,(剩)飯,steamed rice,LC,fan6,1,1,飯,fan²²,,,
,63,655,711,589,(剩)飯,steamed rice,XY,fan6,1,1,飯,fan²¹,,,
,63,655,711,589,(剩)飯,steamed rice,LJ,fan6,1,1,飯,faŋ¹¹,,,
,63,655,711,589,(剩)飯,steamed rice,YJ,fan6,1,1,飯,fan⁵⁵,129,,
,63,655,711,589,(剩)飯,steamed rice,DC,fan6,1,1,飯,fan³²,264,,
,63,655,711,589,(剩)飯,steamed rice,HZ,fan6,1,1,飯,fan²¹,136,,
,63,655,711,589,(剩)飯,steamed rice,WC,fan6,1,1,飯,fan²²,136,,
,64,695,747,623,(雞)胗,(chicken) gizzard,GZ,cin4,1,1,腎,sɐn¹³,,,
,64,695,747,623,(雞)胗,(chicken) gizzard,HK,cin4,1,1,肫,sɐn¹³,,,
,64,695,747,623,(雞)胗,(chicken) gizzard,JT,kin4,2,1,kʰəŋ³⁵,kʰəŋ³⁵,,,
,64,695,747,623,(雞)胗,(chicken) gizzard,MC,cin4,1,1,診,tsʰɐn¹³,,,
,64,695,747,623,(雞)胗,(chicken) gizzard,PY,cin4,1,1,腎,sɐn¹³,,,
,64,695,747,623,(雞)胗,(chicken) gizzard,HXHS,cin4,1,1,腎,sɐn¹³,,,
,64,695,747,623,(雞)胗,(chicken) gizzard,CH,cin4,1,1,腎,sɐn¹³,,,
,64,695,747,623,(雞)胗,(chicken) gizzard,ZC,cin4,1,1,腎,sɐŋ²²,,,
,64,695,747,623,(雞)胗,(chicken) gizzard,FS,cin4,1,1,腎,sɐn¹³,,,
