idx,var,xb,pdgx,gy,gloss_zh,gloss_en,dialect,form,family,subfamily,orth,transcription,ref,,
,22,350,369,,蟾蜍,toad,EP,kam2 shy2,1,2,蠄蜍,kʰiam²² si²²,,,
,22,350,369,,蟾蜍,toad,HS,kam2 shy2,1,2,蠄蜍,kʰam²¹ sy²¹,,,
,22,350,369,,蟾蜍,toad,DG,kam2 shy2,1,2,蠄蜍,kʰɐm²¹ sy³⁵,,,
,22,350,369,,蟾蜍,toad,BA,kam2 shy2,1,2,蠄蜍,kʰɐŋ²¹ sy²¹,,,
,22,350,369,,蟾蜍,toad,GP,kam2 ky2,1,1,kʰɐm²¹ kʰy²¹,kʰɐm²¹ kʰy²¹,,,
,22,350,369,,蟾蜍,toad,MS,kam2 shy2,1,2,kʰəm²¹ tʃi²¹,kʰəm²¹ tʃi²¹,,,
,22,350,369,,蟾蜍,toad,GG,kam2 shy2,1,2,kʰɐm²² ʃy²²,kʰɐm²² ʃy²²,,,
,22,350,369,,蟾蜍,toad,BL,kam2 shy2,1,2,kʰɐm³² ʃy²²,kʰɐm³² ʃy²²,,,
,22,350,369,,蟾蜍,toad,BS,kam2 ky2,1,1,kʰɐm⁵² kʰi⁵²,kʰɐm⁵² kʰi⁵²,,,
,22,350,369,,蟾蜍,toad,BB,kam2 shy2,1,2,kʰam²¹ ʃi²³²,kʰam²¹ ʃi²³²,,,
,22,350,369,,蟾蜍,toad,LS,kam2 shy2,1,2,kʰɐm⁵³ ʃui⁵³,kʰɐm⁵³ ʃui⁵³,,,
,22,350,369,,蟾蜍,toad,PB,cam2 shy2,1,3,ʃɐm⁵² ʃəu³⁵,ʃɐm⁵² ʃəu³⁵,,,
,22,350,369,,蟾蜍,toad,QZ,kam2 shy2,1,2,kʰɐm²¹ ʃi²¹,kʰɐm²¹ ʃi²¹,,,
,22,350,369,,蟾蜍,toad,BH,kam2 shy2,1,2,kʰɐm²¹ ʃi²¹,kʰɐm²¹ ʃi²¹,,,
,22,350,369,,蟾蜍,toad,NM,pang2 paw1,2,1,paŋ²¹ pɐu⁵²,paŋ²¹ pɐu⁵²,,,
,22,350,369,,蟾蜍,toad,NN,kam2 ky2,1,1,kʰɐm²¹ kʰy²¹,kʰɐm²¹ kʰy²¹,,,
,22,350,369,,蟾蜍,toad,NN_p,cam2 shy2,1,3,ɬɐm³¹ ɬui³¹,ɬɐm³¹ ɬui³¹,,,
,22,350,369,,蟾蜍,toad,FS_p,cam2 shy2,1,3,ʃɐm³¹ ʃəu³¹,ʃɐm³¹ ʃəu³¹,,,
,22,350,369,,蟾蜍,toad,BS_p,cam2 shy2,1,3,ʃɐm³¹ ʃui³¹,ʃɐm³¹ ʃui³¹,,,
,22,350,369,,蟾蜍,toad,BY,kam2 ky2,1,1,kʰɐm²¹³ kʰe²¹³,kʰɐm²¹³ kʰe²¹³,,,
,22,350,369,,蟾蜍,toad,HX,cam2 shy2,1,3,tʃɐm²³² ʃi²³²,tʃɐm²³² ʃi²³²,,,
,22,350,369,,蟾蜍,toad,ZQ,kam2 ky2,1,1,蠄蟝,kʰɐm²¹ kʰœy²¹,,,
,22,350,369,,蟾蜍,toad,SH,kam2 ky2,1,1,蠄蟝,kam²¹ kʰoy²¹,,,
,22,350,369,,蟾蜍,toad,GN,kam2 shy2,1,2,蠄蜍,kam²¹ sy²¹,,,
,22,350,369,,蟾蜍,toad,DQ,kam2 ky2,1,1,蠄蟝,kɐm³³ ky³⁴²,,,
,22,350,369,,蟾蜍,toad,HJ,kam2 shy2,1,2,蠄蜍,kʰɐm⁴² tsy²³¹,,,
,22,350,369,,蟾蜍,toad,FK,kam2 ky2,1,1,蠄蟝,kam²² ky²⁴,,,
,22,350,369,,蟾蜍,toad,YF,kam2 ky2,1,1,蠄蟝,kʰɐm²¹ kʰœy²¹,,,
,22,350,369,,蟾蜍,toad,XX,kam2 shy2,1,2,蠄蜍,kʰɐm²² sy²²,,,
,22,350,369,,蟾蜍,toad,LD,kam2 ky2,1,1,蠄蟝,kʰɐm²¹ kʰui³⁵,,,
,22,350,369,,蟾蜍,toad,YN,kam2 ky2,1,1,蠄蟝,kʰɐm²¹ kʰy²⁴,,,
,22,350,369,,蟾蜍,toad,QY,kam2 ky2,1,1,蠄蟝,kʰɐm²¹ kʰy²¹,,,
,22,350,369,,蟾蜍,toad,FG,kam2 ky2,1,1,蠄蟝,kʰɐm²² kʰy²²,,,
,22,350,369,,蟾蜍,toad,YD,kam2 ky2 po2,1,4,蠄蟝婆,kʰɐm²² kʰøi²² pʰᵘɔ²²,,,
,22,350,369,,蟾蜍,toad,YS,kam2 shy2,1,2,蠄蜍,kɐm³³ tsy³⁴²,,,
,22,350,369,,蟾蜍,toad,BT,kam2 ky2,1,1,蠄蟝,kɔn²² ky⁵³,,,
,22,350,369,,蟾蜍,toad,LX,kam2 ky2,1,1,蠄蟝,kɐn²² kœy²¹,,,
,22,350,369,,蟾蜍,toad,SG,kam2 ky2,1,1,蠄蟝,kʰɐm²¹ kʰœy³⁵,,,
,22,350,369,,蟾蜍,toad,QJ,kam2 ky2,1,1,蠄蟝,kʰɐn²¹ kʰœy³⁵,,,
,22,350,369,,蟾蜍,toad,RH,kam2 shy2,1,2,蠄蜍,kʰɐn²¹ sʉ²¹,,,
,22,350,369,,蟾蜍,toad,RH,kam2 ma2,3,1,蠄嫲,kʰɐn²¹ ma²¹,,,
,22,350,369,,蟾蜍,toad,LC,kam2 ky2 po2,1,4,蠄蟝婆,kʰɐm²² kʰei²² pʰɔ²¹,,,
,23,362,383,,門檻,door jam,GZ,muon2 cham2,1,2,門 tsʰam¹³,mun²¹ tsʰam¹³,,,
,23,362,383,,門檻,door jam,HK,muon2 chan2,1,1,門 tsʰan¹³,mun²¹ tsʰan¹³,,,
,23,362,383,,門檻,door jam,JT,muon2 chan2,1,1,門檻,mʊŋ²¹ tsæŋ²³,,,
,23,362,383,,門檻,door jam,MC,muon2 ka/om4,2,2,門坎,mun²¹ kʰam¹³,,,
,23,362,383,,門檻,door jam,PY,muon2 ka/om4,2,2,門檻,mun³¹ kʰam³⁵,,,
,23,362,383,,門檻,door jam,HXHS,ti6 fuk8,3,1,地伏,tei²¹ fok²²,,,
,23,362,383,,門檻,door jam,CH,ti6 puk8,3,4,地僕,tɐi²¹ pok²²,,,
,23,362,383,,門檻,door jam,ZC,ti6 fuk8,3,1,地伏,tei²² fok²²,,,
,23,362,383,,門檻,door jam,FS,muon2 ka/om4,2,2,門檻,mun⁴² kʰam³⁵,,,
,23,362,383,,門檻,door jam,NH,muk8 ti6 kham9,2,5,木地坎,mok²² tɐi²² kʰam³⁵,,,
,23,362,383,,門檻,door jam,SD,muon2 ka/om4,2,2,門坎,mun⁴² kʰam¹³,,,
,23,362,383,,門檻,door jam,SS,ti6 fuk8,3,1,地伏,tei²² fok²²,,,
,23,362,383,,門檻,door jam,GM,muon2 hom3,2,1,門坎,mun³⁵ hom³³,,,
,23,362,383,,門檻,door jam,ZS,muon2 chan2,1,1,門鏟,mun⁵¹ tsʰan²¹³,,,
,23,362,383,,門檻,door jam,ZH,muon2 chan2,1,1,門鏟,mun²¹ tsʰan¹³,,,
,23,362,383,,門檻,door jam,DMSH,muon2 ka/om4,2,2,門坎,mun⁴² kʰɐm²⁴,,,
,23,362,383,,門檻,door jam,DMZ,muon2 ka/om4,2,2,門坎,ᵐbun²¹ kʰɐm²¹,,,
,23,362,383,,門檻,door jam,JM,muon2 cham2,1,2,門 tsʰam²⁴,mun²² tsʰam²⁴,,,
,23,362,383,,門檻,door jam,XH,muon2 ka/om4,2,2,門坎,ᵐbun²² kʰæm²¹,,,
,23,362,383,,門檻,door jam,TS,ti6 fuk8,3,1,地伏,i³¹ fok³¹,,,
,23,362,383,,門檻,door jam,KP,muon2 ti6 fuk8,3,2,門地伏,ᵐbun²² ei³¹ fok⁵⁵,,,
,23,362,383,,門檻,door jam,EP,muon2 tang3,1,3,門等,ᵐbᵘɔn²² taŋ⁵⁵,,,
,23,362,383,,門檻,door jam,HS,muon2 chan2,1,1,門檻,mɔn¹² tsʰan²¹,,,
,23,362,383,,門檻,door jam,DG,ti6 puk8,3,4,地栿,tɐi³² pʰok²²,,,
,23,362,383,,門檻,door jam,BA,muon2 chan2,1,1,門鏟,mun²¹ tsʰæŋ¹¹,,,
,23,362,383,,門檻,door jam,GP,muon2 hom3,2,1,門檻,mun²¹ hɐm³⁵,,,
,23,362,383,,門檻,door jam,MS,muon2 kim2,2,3,門檻,mun²¹ kim³⁵,,,
,23,362,383,,門檻,door jam,GG,muon2 hom3,2,1,門檻,mun²² hɔm³⁴,,,
,23,362,383,,門檻,door jam,BL,muon2 hom3,2,1,門檻,mun³² hɐm³⁵,,,
,23,362,383,,門檻,door jam,BS,muon2 hom3,2,1,門檻,mun⁵² hɐm³⁵,,,
,23,362,383,,門檻,door jam,BB,muon2 ka/om4,2,2,門檻,mun²³² kʰɐm⁵⁵,,,
,23,362,383,,門檻,door jam,LS,muon2 hom3,2,1,門檻,mun⁵³ hɔm²⁴,,,
,23,362,383,,門檻,door jam,PB,muon2 hom3,2,1,門檻,mun³⁵ hɔm⁵²,,,
,23,362,383,,門檻,door jam,QZ,muon2 ka/om4,2,2,門檻,mun²¹ kʰɐm³⁵,,,
,23,362,383,,門檻,door jam,BH,muon2 hom3,2,1,門檻,mun²¹ hɐm³⁵,,,
,23,362,383,,門檻,door jam,NM,muon2 hom3,2,1,門檻,mun²¹ ham³⁵,,,
,23,362,383,,門檻,door jam,NN,muon2 ka/om4,2,2,門檻,mun²¹ kʰam³⁵,,,
,23,362,383,,門檻,door jam,NN_p,muon2 ka/om4,2,2,門檻,mun³¹ kʰam³³,,,
,23,362,383,,門檻,door jam,FS_p,muon2 hom3,2,1,門檻,mun³¹ hɐm³³,,,
,23,362,383,,門檻,door jam,BS_p,muon2 ka/om4,2,2,門檻,mun³¹ kʰam³³,,,
,23,362,383,,門檻,door jam,BY,muon2 ka/om4,2,2,門檻,mun²¹³ kʰam³³,,,
,23,362,383,,門檻,door jam,HX,muon2 fuk8,3,5,門 fuk³³,mun²³² fuk³³,,,
,23,362,383,,門檻,door jam,ZQ,muon2 ka/om4,2,2,門坎,mun²¹ kɐm³⁵,,,
,23,362,383,,門檻,door jam,SH,ti6 kaaw1,4,1,地交,ti²⁴ keu⁴²,,,
,23,362,383,,門檻,door jam,GN,ti6 kaaw1,4,1,地交,ti²¹⁴ keu⁴²,,,
,23,362,383,,門檻,door jam,DQ,muon2 ti6 fuk8,3,2,門地伏,mon³³ ti²¹ fok²²,,,
,23,362,383,,門檻,door jam,HJ,muon2 kim2,2,3,門檻,mun²³¹ kim³²⁵,,,
,23,362,383,,門檻,door jam,FK,muon2 kaaw1,4,2,門 kau⁵⁵,mɐn²² kau⁵⁵,,,
,23,362,383,,門檻,door jam,YF,muon2 kaaw1,4,2,門交,mun²¹ kau⁵⁵,,,
,23,362,383,,門檻,door jam,XX,muon2 ti6 kaaw1,4,3,門地交,mʊn²² ti⁴² kau⁴⁵,,,
,23,362,383,,門檻,door jam,LD,muon2 ka/om4,2,2,門檻,mun²¹ kʰɐm³⁵,,,
,23,362,383,,門檻,door jam,YN,muon2 ka/om4,2,2,門 kʰɛm³⁵,mun²¹ kʰɛm³⁵,,,
,23,362,383,,門檻,door jam,QY,muon2 lam9,5,1,門 lam³⁵,mun²¹ lam³⁵,,,
,23,362,383,,門檻,door jam,FG,ti6 puk8,3,4,地仆,tɐi²¹ pok⁵⁵,,,
,23,362,383,,門檻,door jam,YD,fu1 khim1,2,4,夫 kʰim⁵⁵,fu⁵⁵ kʰim⁵⁵,,,
,23,362,383,,門檻,door jam,YS,muon2 kaaw1,4,2,門交,mon³³ keu⁵²,,,
,23,362,383,,門檻,door jam,YS,ti6 kaaw1,4,1,地交,tɐi²² keu⁵²,,,
,23,362,383,,門檻,door jam,BT,muon2 ka/om4,2,2,門坎,mun²² kan⁵⁵,,,
,23,362,383,,門檻,door jam,LX,muon2 kim2,2,3,門件,mun²² kin²²,,,
,23,362,383,,門檻,door jam,SG,muon2 chan2,1,1,門鏟,mun²¹ tsʰan³⁵,,,
,23,362,383,,門檻,door jam,QJ,muon2 cham2,1,2,門鏟,mun²¹ tsʰaŋ³⁵,,,
,23,362,383,,門檻,door jam,RH,muon2 cham2,1,2,門鏟,mun²¹ tsʰaŋ³⁵,,,
,23,362,383,,門檻,door jam,RH,muon2 ka/om4,2,2,門檻,mun²¹ kʰaŋ³⁵,,,
,23,362,383,,門檻,door jam,LC,muon2 ka/om4,2,2,門檻,mun²¹ kʰan³⁵,,,
,24,525,567,,鼻子,nose,GZ,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,HK,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,HK,pi6,1,1,鼻,pei²²,,,
,24,525,567,,鼻子,nose,JT,pi6 kung1,1,3,鼻公,pei³² koŋ²³,,,
,24,525,567,,鼻子,nose,MC,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,PY,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,HXHS,pi6 ko1,1,2,鼻哥,pei²¹ kɔ⁵³,,,
,24,525,567,,鼻子,nose,CH,pi6 ko1,1,2,鼻哥,pɐi²¹ kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,ZC,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,FS,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,NH,pi6 ko1,1,2,鼻哥,pɐi²² kœ⁵⁵,,,
,24,525,567,,鼻子,nose,SD,pi6 ko1,1,2,鼻哥,pei²¹ kɔ⁵³,,,
,24,525,567,,鼻子,nose,SS,pi6 ko1,1,2,鼻哥,pei²¹ kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,GM,pi6,1,1,鼻,pei²¹,,,
,24,525,567,,鼻子,nose,ZS,pi6 ko1,1,2,鼻哥,pi³³ kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,ZH,pi6 ko1,1,2,鼻哥,pi³³ kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,DMSH,pi6 ko1,1,2,鼻哥,pei²¹ kɔ⁴⁵,,,
,24,525,567,,鼻子,nose,DMZ,pi6 ko1,1,2,鼻哥,pei³¹ kᵘɔ⁵⁵,,,
,24,525,567,,鼻子,nose,JM,pi6 ko1,1,2,鼻哥,pei³¹ kɔ⁴⁵,,,
,24,525,567,,鼻子,nose,XH,pi6 ko1,1,2,鼻哥,pei³¹ kᵘɔ⁴⁵,,,
,24,525,567,,鼻子,nose,TS,pi6 ko1,1,2,鼻哥,pei³¹ kᵘɔ⁵⁵,,,
,24,525,567,,鼻子,nose,KP,pi6 ko1,1,2,鼻哥,vei³¹ ku⁵⁵,,,
,24,525,567,,鼻子,nose,EP,pi6 ko1,1,2,鼻哥,pi³¹ kᵘa⁵⁵,,,
,24,525,567,,鼻子,nose,HS,pi6,1,1,鼻,vai³²,,,
,24,525,567,,鼻子,nose,DG,pi6 ko1,1,2,鼻哥,pɐi³² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,BA,pi6 ko1,1,2,鼻哥,pɐi³² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,GP,pi6 ko1,1,2,鼻哥,pi²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,MS,pi6,1,1,鼻,pi²¹⁴,,,
,24,525,567,,鼻子,nose,GG,pi6 tsi3,1,4,鼻 ʃi²²,pʰɐt²³ ʃi²²,,,
,24,525,567,,鼻子,nose,BL,pi6 kung1,1,3,鼻公,pi²¹ kuŋ⁵⁵,,,
,24,525,567,,鼻子,nose,BS,pi6 ko1,1,2,鼻哥,pi²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,BB,pi6 kung1,1,3,鼻公,pʰɐi²¹ kəuŋ⁵⁵,,,
,24,525,567,,鼻子,nose,LS,pat8 kung1,2,2,鼻公,pʰɐt²² kuŋ²¹,,,
,24,525,567,,鼻子,nose,PB,pat8 kung1,2,2,鼻公,pʰɐt²² kɔŋ⁵⁵,,,
,24,525,567,,鼻子,nose,QZ,pi6 kung1,1,3,鼻公,pi²² kuŋ⁵⁵,,,
,24,525,567,,鼻子,nose,BH,pi6 kung1,1,3,鼻公,pɐi²² kuŋ⁵⁵,,,
,24,525,567,,鼻子,nose,NM,pi6 ko1,1,2,鼻哥,pi²² kɔ⁵³,,,
,24,525,567,,鼻子,nose,NN,pi6 ko1,1,2,鼻哥,pi²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,NN_p,pat8 tsi3,2,3,鼻子,pɐt²² tʃi³³,,,
,24,525,567,,鼻子,nose,FS_p,pat8 tsi3,2,3,鼻子,pəi¹³ tʃəi³³,,,
,24,525,567,,鼻子,nose,BS_p,pat8 tsi3,2,3,鼻子,puət²² tʃi³³,,,
,24,525,567,,鼻子,nose,BY,pat8,2,1,鼻,pɐt²²,,,
,24,525,567,,鼻子,nose,HX,pat8,2,1,鼻,pɐt²²,,,
,24,525,567,,鼻子,nose,ZQ,pi6 ko1,1,2,鼻哥,pei⁵² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,SH,pi6 ko1,1,2,鼻哥,pi²⁴ kɔ⁴²,,,
,24,525,567,,鼻子,nose,GN,pi6 ko1,1,2,鼻哥,pi²¹⁴ kɵ⁴²,,,
,24,525,567,,鼻子,nose,DQ,pi6 ko1,1,2,鼻哥,pi²¹ ko⁵⁵,,,
,24,525,567,,鼻子,nose,HJ,pi6 ko1,1,2,鼻哥,pɐi³²⁵ kɔ⁴²,,,
,24,525,567,,鼻子,nose,HJ,pi6 lang nang,1,5,鼻 lɐŋ³³ nɐŋ³³ ,pɐi³²⁵ lɐŋ³³ nɐŋ³³ ,,,
,24,525,567,,鼻子,nose,FK,pi6 ko1,1,2,鼻哥,pei²¹ kœ⁵⁵,,,
,24,525,567,,鼻子,nose,YF,pi6 ko1,1,2,鼻哥,pei²¹ kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,XX,pi6 ko1,1,2,鼻哥,pi⁴² kɔ⁴⁵,,,
,24,525,567,,鼻子,nose,LD,pi6 ko1,1,2,鼻哥,pei²¹ ko⁵⁵,,,
,24,525,567,,鼻子,nose,YN,pi6 ko1,1,2,鼻哥,pi²¹ kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,QY,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,FG,pi6 ko1,1,2,鼻哥,pɐi²¹ kɔ³³,,,
,24,525,567,,鼻子,nose,YD,pi6 kung1,1,3,鼻公,pei³¹ koŋ⁵⁵,,,
,24,525,567,,鼻子,nose,YS,pi6 kung1,1,3,鼻宮,pɐi²² koŋ⁵²,,,
,24,525,567,,鼻子,nose,BT,pi6 taw2,1,6,鼻頭,pi²¹⁴ tɔu²¹,,,
,24,525,567,,鼻子,nose,LX,pi6,1,1,鼻,pɐi²²,,,
,24,525,567,,鼻子,nose,SG,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,QJ,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,RH,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,24,525,567,,鼻子,nose,LC,pi6 ko1,1,2,鼻哥,pei²² kɔ⁵⁵,,,
,25,532,574,,舌頭,tongue,GZ,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,HK,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,JT,li6,1,1,脷,lei³²,,,
,25,532,574,,舌頭,tongue,MC,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,PY,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,HXHS,li6,1,1,脷,lei²¹,,,
,25,532,574,,舌頭,tongue,CH,li6,1,1,脷,lɐi²¹,,,
,25,532,574,,舌頭,tongue,ZC,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,FS,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,NH,li6,1,1,脷,lɐi²²,,,
,25,532,574,,舌頭,tongue,SD,li6,1,1,脷,lei²¹,,,
,25,532,574,,舌頭,tongue,SS,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,GM,li6,1,1,脷,lei²¹,,,
,25,532,574,,舌頭,tongue,ZS,li6,1,1,脷,li³³,,,
,25,532,574,,舌頭,tongue,ZH,li6,1,1,脷,li³³,,,
,25,532,574,,舌頭,tongue,DMSH,li6,1,1,脷,lei²¹,,,
,25,532,574,,舌頭,tongue,DMZ,li6,1,1,脷,lei³¹,,,
,25,532,574,,舌頭,tongue,JM,li6,1,1,脷,lei³¹,,,
,25,532,574,,舌頭,tongue,XH,li6,1,1,脷,lei³¹,,,
,25,532,574,,舌頭,tongue,TS,li6,1,1,脷,li³⁵,,,
,25,532,574,,舌頭,tongue,KP,li6,1,1,脷,lei³¹,,,
,25,532,574,,舌頭,tongue,EP,li6,1,1,脷,li³⁵,,,
,25,532,574,,舌頭,tongue,HS,li6,1,1,脷,lai³²,,,
,25,532,574,,舌頭,tongue,DG,li6,1,1,脷,ŋɐi³⁵,,,
,25,532,574,,舌頭,tongue,BA,li6,1,1,脷,lɐi³²,,,
,25,532,574,,舌頭,tongue,GP,li6 tsin2,1,2,li²² tʃʰin²¹,li²² tʃʰin²¹,,,
,25,532,574,,舌頭,tongue,MS,shit8,2,1,舌,ʃit²²,,,
,25,532,574,,舌頭,tongue,GG,li6,1,1,lɐi²¹,lɐi²¹,,,
,25,532,574,,舌頭,tongue,BL,li6 tsin2,1,2,li²¹ tʰin²¹,li²¹ tʰin²¹,,,
,25,532,574,,舌頭,tongue,BS,li6 tsin2,1,2,li²² tʃʰin⁵²,li²² tʃʰin⁵²,,,
,25,532,574,,舌頭,tongue,BB,li6 tsin2,1,2,lɐi²³² tʃʰin²³²,lɐi²³² tʃʰin²³²,,,
,25,532,574,,舌頭,tongue,LS,li6,1,1,lui³³,lui³³,,,
,25,532,574,,舌頭,tongue,PB,li6 tsin2,1,2,lui²² tʃʰin³⁵,lui²² tʃʰin³⁵,,,
,25,532,574,,舌頭,tongue,QZ,li6 tsin2,1,2,li²² tʃʰin²¹,li²² tʃʰin²¹,,,
,25,532,574,,舌頭,tongue,BH,li6 tsin2,1,2,lei²² tʃʰin²¹,lei²² tʃʰin²¹,,,
,25,532,574,,舌頭,tongue,NM,li6 tsin2,1,2,li²² tʃʰin²¹,li²² tʃʰin²¹,,,
,25,532,574,,舌頭,tongue,NN,li6 tsin2,1,2,li²² tʃʰin²¹,li²² tʃʰin²¹,,,
,25,532,574,,舌頭,tongue,NN_p,li6 tsin2,1,2,lui²² tʃin³¹,lui²² tʃin³¹,,,
,25,532,574,,舌頭,tongue,FS_p,li6 tsin2,1,2,ləi¹³ tʃin³¹,ləi¹³ tʃin³¹,,,
,25,532,574,,舌頭,tongue,BS_p,li6 tsin2,1,2,lui²² tʃin³¹,lui²² tʃin³¹,,,
,25,532,574,,舌頭,tongue,BY,li6 tsin2,1,2,ləi²¹ tʃin²¹³,ləi²¹ tʃin²¹³,,,
,25,532,574,,舌頭,tongue,HX,li6,1,1,lɐi²²,lɐi²²,,,
,25,532,574,,舌頭,tongue,ZQ,li6,1,1,脷,lei⁵²,,,
,25,532,574,,舌頭,tongue,SH,li6,1,1,脷,li²⁴,,,
,25,532,574,,舌頭,tongue,GN,li6,1,1,脷,li²¹⁴,,,
,25,532,574,,舌頭,tongue,GN,shit8,2,1,舌,sit²²,,,
,25,532,574,,舌頭,tongue,DQ,li6,1,1,脷,li²¹,,,
,25,532,574,,舌頭,tongue,HJ,li6,1,1,脷,lɐi³²⁵,,,
,25,532,574,,舌頭,tongue,HJ,shit8,2,1,舌,tsit³²⁵,,,
,25,532,574,,舌頭,tongue,FK,shit8,2,1,舌,tsit²²,,,
,25,532,574,,舌頭,tongue,FK,shit8 li6,1,3,舌脷,tsit²² lei²¹,,,
,25,532,574,,舌頭,tongue,FK,shit8 taw2,2,2,舌頭,tsit²² tɐu²⁴,,,
,25,532,574,,舌頭,tongue,YF,li6,1,1,脷,lei²¹,,,
,25,532,574,,舌頭,tongue,XX,li6,1,1,脷,li⁴²,,,
,25,532,574,,舌頭,tongue,LD,li6,1,1,脷,lei²¹,,,
,25,532,574,,舌頭,tongue,LD,li6 taw2,1,3,脷頭,lei²¹ tʰɐu²¹,,,
,25,532,574,,舌頭,tongue,YN,li6 taw2,1,3,脷頭,li²¹ tɐu²⁴,,,
,25,532,574,,舌頭,tongue,QY,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,FG,li6,1,1,脷,lɐi²¹,,,
,25,532,574,,舌頭,tongue,YD,li6,1,1,脷,lei³¹,,,
,25,532,574,,舌頭,tongue,YS,li6,1,1,脷,lɐi²²,,,
,25,532,574,,舌頭,tongue,BT,haw3 shit8 taw2,2,3,口舌頭,hɔu²² ʃit²² tɔu²¹,,,
,25,532,574,,舌頭,tongue,LX,shit8 taw2,2,2,舌頭,ʂit²² tau²¹,,,
,25,532,574,,舌頭,tongue,SG,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,QJ,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,RH,li6,1,1,脷,lei²²,,,
,25,532,574,,舌頭,tongue,RH,shit8 taw2,2,2,舌頭,siɛk²² tʰɐu²¹,,,
,25,532,574,,舌頭,tongue,LC,li6,1,1,脷,lei²²,,,
,1,2,5,2,月亮,moon,XD,ngiot8 kwong1,1,1,月光,ȵut²⁴ kɤ̃⁴⁴,,,
,1,2,5,2,月亮,moon,XY,ngiot8 kwong1,1,1,月光,,,,
,1,2,5,2,月亮,moon,LJ,ngiot8 kwong1,1,1,月光,,,,
,2,13,15,13,閃電,flash lightning,XD,lap8 ning2,8,1,lap²³ nĩ²³,lap²³ nĩ²³,,,
,2,13,15,13,閃電,flash lightning,XY,nyap8 liang6,5,6,⿰目聶靈,ɲap³³ leŋ²¹,,,
,2,13,15,13,閃電,flash lightning,LJ,kung1 nyop2 ngaan4,7,1,公⿰目聶眼,kɔŋ⁵⁵ ŋɐk¹¹ ŋan¹³,,,
,3,18,20,18,下雨,to rain,XD,lok8 shuj3,2,1,落水,liɔk²⁴ ʃui⁵²,,,
,3,18,20,18,下雨,to rain,XY,lok8 shuj3,2,1,落水,lɔk²¹ sui²⁴,,,
,3,18,20,18,下雨,to rain,LJ,lok8 shuj3,2,1,落水,lɔk¹¹ sɵi³⁵,,,
,4,26,27,26,虹,rainbow,XD,k(i)ong5,5,1,虹,kɤ̃³⁵,,,
,4,26,27,26,虹,rainbow,XY,phiang k(i)ong5,5,2,pɐŋ²¹ kɐŋ³³,pɐŋ²¹ kɐŋ³³,,,
,4,26,27,26,虹,rainbow,LJ,hung2,1,1,虹,houŋ¹¹,,,
,5,53,53,44,涼水,cold water,XD,chiak7 shuj3,3,1,tʃʰiak²⁴ 水,tʃʰiak²⁴ ʃui⁵²,,,
,5,53,53,44,涼水,cold water,XY,laang4 shuj3,2,1,ŋan⁵⁵ 水,ŋan⁵⁵ sui²⁴,,,
,5,53,53,44,涼水,cold water,LJ,tung5 shuj3,1,1,凍水,touŋ³³ sɵi³⁵,,,
,6,104,101,83,明天,tomorrow,XD,thia(ng)1 nyit8,1,6,tɛ²¹³ 日,tɛ²¹³ ȵat²⁴,,,
